OwnerId,Postcode,Province,District ,Distributor
EXL_1579781083819,20110,ชลบุรี,เขตศรีราชา,A
EXL_1583158187469,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1663848070607,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1582026505339,12130,ปทุมธานี,เขตธัญบุรี,A
EXL_1677329338359,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1572016306993,64000,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1570636434129,74120,สมุทรสาคร,เขตบ้านแพ้ว,B
EXL_1575987030029,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1689865510598,70000,ราชบุรี,เขตเมืองราชบุรี,B
EXL_1584540480266,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1596726708041,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1583597785635,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1611319868513,44000,มหาสารคาม,เขตเมืองมหาสารคาม,A
EXL_1609171635010,71150,กาญจนบุรี,เขตไทรโยค,B
EXL_1572086618178,64000,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1601982804240,20170,ชลบุรี,เขตบ้านบึง,A
EXL_1658402855142,31140,บุรีรัมย์,เขตประโคนชัย,A
EXL_1643386286823,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1695813343018,57170,เชียงราย,เขตเวียงป่าเป้า,C
EXL_1629884685905,73000,นครปฐม,เขตเมืองนครปฐม,B
EXL_1589975329395,10310,กรุงเทพมหานคร,เขตวังทองหลาง,A
EXL_1694095496987,,เชียงใหม่,เขตสันกำแพง,C
EXL_1570287486495,51120,ลำพูน,เขตป่าซาง,C
EXL_1581419250749,39000,หนองบัวลำภู,เขตเมืองหนองบัวลำภู,A
EXL_1594744601226,34110,อุบลราชธานี,เขตพิบูลมังสาหาร,A
EXL_1570619474709,22210,จันทบุรี,เขตเขาคิชฌกูฏ,A
EXL_1584019904259,10400,กรุงเทพมหานคร,เขตดินแดง,A
EXL_1604756887369,10540,สมุทรปราการ,เขตบางเสาธง,A
EXL_1580915085042,93000,พัทลุง,เขตเมืองพัทลุง,D
EXL_1634913791773,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1582131370335,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1691999943391,73110,นครปฐม,เขตสามพราน,B
EXL_1663842970923,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1592822116162,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1598118294297,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1580835926209,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1570029454315,65000,พิษณุโลก,เขตเมืองพิษณุโลก,C
EXL_1585396026934,41310,อุดรธานี,เขตทุ่งฝน,A
EXL_1696868283126,50100,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1649451365799,12160,ปทุมธานี,เขตสามโคก,A
EXL_1697557295521,12130,ปทุมธานี,เขตลำลูกกา,A
EXL_1573146690035,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1677841748364,65120,พิษณุโลก,เขตนครไทย,C
EXL_1580748471132,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1595087471734,,จันทบุรี,เขตแหลมสิงห์,A
EXL_1571828010403,54000,แพร่,เขตเมืองแพร่,C
EXL_1572272787384,10600,กรุงเทพมหานคร,เขตคลองสาน,A
EXL_1660211263799,22120,จันทบุรี,เขตท่าใหม่,A
EXL_1573471641900,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1582810249679,34000,อุบลราชธานี,เขตเมืองอุบลราชธานี,A
EXL_1645182524889,,นครศรีธรรมราช,เขตบางขัน,D
EXL_1583254735724,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1582029248724,84150,สุราษฎร์ธานี,เขตพุนพิน,D
EXL_1574165890204,72130,สุพรรณบุรี,เขตสามชุก,B
EXL_1596472892228,17140,ชัยนาท,เขตสรรคบุรี,A
EXL_1634223850231,56000,พะเยา,เขตเมืองพะเยา,C
EXL_1570627410027,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1593010644367,40150,ขอนแก่น,เขตภูเวียง,A
EXL_1572971815058,10310,กรุงเทพมหานคร,เขตวังทองหลาง,A
EXL_1594647719689,42130,เลย,เขตวังสะพุง,A
EXL_1572344968822,20270,ชลบุรี,เขตบ่อทอง,A
EXL_1582810618414,21000,ระยอง,เขตเมืองระยอง,A
EXL_1671286043127,72180,สุพรรณบุรี,เขตด่านช้าง,B
EXL_1585061389495,12140,ปทุมธานี,เขตลาดหลุมแก้ว,A
EXL_1582281136926,39170,หนองบัวลำภู,เขตนาวัง,A
EXL_1579780001311,10140,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,A
EXL_1581426625744,86110,ชุมพร,เขตหลังสวน,D
EXL_1699537968696,52100,ลำปาง,เขตเมืองลำปาง,C
EXL_1605189456578,71260,กาญจนบุรี,เขตด่านมะขามเตี้ย,B
EXL_1612432374072,30230,นครราชสีมา,เขตเฉลิมพระเกียรติ,A
EXL_1616680486481,77230,ประจวบคีรีขันธ์,เขตบางสะพาน,B
EXL_1584720169009,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1570020980989,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1607617340903,50210,เชียงใหม่,เขตสันทราย,C
EXL_1572015993277,15000,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1582281601181,50110,เชียงใหม่,เขตฝาง,C
EXL_1571231674816,24120,ฉะเชิงเทรา,เขตพนมสารคาม,A
EXL_1577349760205,23000,ตราด,เขตเมืองตราด,A
EXL_1581694942035,12170,ปทุมธานี,เขตหนองเสือ,A
EXL_1634558394296,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1572517921435,10230,กรุงเทพมหานคร,เขตคันนายาว,A
EXL_1634394918575,51000,ลำพูน,เขตเมืองลำพูน,C
EXL_1576844355041,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1571926011667,12120,ปทุมธานี,เขตคลองหลวง,A
EXL_1574693788312,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1572441986149,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1579604783756,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1665999532235,15000,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1570708044834,10700,กรุงเทพมหานคร,เขตบางกอกน้อย,B
EXL_1572084413603,15160,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1573312144626,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1593452574147,10230,กรุงเทพมหานคร,เขตบึงกุ่ม,A
EXL_1576754485077,49000,มุกดาหาร,เขตเมืองมุกดาหาร,A
EXL_1606296027214,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1581610871958,20170,ชลบุรี,เขตบ้านบึง,A
EXL_1602857326315,20230,ชลบุรี,เขตศรีราชา,A
EXL_1637764121788,20230,ชลบุรี,เขตศรีราชา,A
EXL_1582806274331,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1612009803408,10560,สมุทรปราการ,เขตบางบ่อ,A
EXL_1585147762348,61000,อุทัยธานี,เขตเมืองอุทัยธานี,B
EXL_1662901919725,45110,ร้อยเอ็ด,เขตโพนทอง,A
EXL_1574349832508,31000,บุรีรัมย์,เขตเมืองบุรีรัมย์,A
EXL_1606995231686,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1583340367425,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1667399444219,10230,กรุงเทพมหานคร,เขตคันนายาว,A
EXL_1571322486836,18230,สระบุรี,เขตหนองแค,A
EXL_1570530974238,21110,ระยอง,เขตแกลง,A
EXL_1607701628474,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1576762808474,10240,กรุงเทพมหานคร,เขตบางกะปิ,A
EXL_1573826178708,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1580915129911,42190,เลย,เขตหนองหิน,A
EXL_1573141238793,20230,ชลบุรี,เขตศรีราชา,A
EXL_1605955126465,70120,ราชบุรี,เขตโพธาราม,B
EXL_1583944783968,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1573217007261,10312,กรุงเทพมหานคร,เขตวังทองหลาง,A
EXL_1578323108320,21140,ระยอง,เขตปลวกแดง,A
EXL_1698323573692,32000,สุรินทร์,เขตเมืองสุรินทร์,A
EXL_1653479248226,83110,ภูเก็ต,เขตถลาง,D
EXL_1570544366878,62120,กำแพงเพชร,เขตคลองขลุง,C
EXL_1701431043210,50140,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1640623727779,,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1592390082736,21150,ระยอง,เขตเมืองระยอง,A
EXL_1644748155661,52100,ลำปาง,เขตเมืองลำปาง,C
EXL_1590493898163,71000,กาญจนบุรี,เขตเมืองกาญจนบุรี,B
EXL_1657637152690,27000,สระแก้ว,เขตเมืองสระแก้ว,A
EXL_1570196435938,62170,กำแพงเพชร,เขตลานกระบือ,C
EXL_1572945490907,73210,นครปฐม,เขตสามพราน,B
EXL_1655819592946,21180,ระยอง,เขตนิคมพัฒนา,A
EXL_1597227218646,83110,ภูเก็ต,เขตถลาง,D
EXL_1584613999961,67160,เพชรบูรณ์,เขตบึงสามพัน,C
EXL_1700821672176,51140,ลำพูน,เขตแม่ทา,C
EXL_1582030964326,74130,สมุทรสาคร,เขตกระทุ่มแบน,B
EXL_1600084442218,67140,เพชรบูรณ์,เขตหนองไผ่,C
EXL_1645544307558,20230,ชลบุรี,เขตศรีราชา,A
EXL_1572080550745,64000,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1646131556188,57000,เชียงราย,เขตเมืองเชียงราย,C
EXL_1575038672185,16140,สิงห์บุรี,เขตท่าช้าง,A
EXL_1632558589304,64220,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1672402052826,95000,ยะลา,เขตเมืองยะลา,D
EXL_1583248727420,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1574254039910,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1572536530329,10170,กรุงเทพมหานคร,เขตตลิ่งชัน,B
EXL_1574957112615,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1570548237366,70000,ราชบุรี,เขตเมืองราชบุรี,B
EXL_1570544808797,65000,พิษณุโลก,เขตเมืองพิษณุโลก,C
EXL_1582725179650,16110,สิงห์บุรี,เขตอินทร์บุรี,A
EXL_1593785731159,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1634649820072,50170,เชียงใหม่,เขตเชียงดาว,C
EXL_1571930576773,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1581680416379,12170,ปทุมธานี,เขตหนองเสือ,A
EXL_1573731764475,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1582984033346,12110,ปทุมธานี,เขตธัญบุรี,A
EXL_1571148032297,21140,ระยอง,เขตปลวกแดง,A
EXL_1607435368648,49000,มุกดาหาร,เขตเมืองมุกดาหาร,A
EXL_1571746724981,21000,ระยอง,เขตเมืองระยอง,A
EXL_1582560401180,85000,ระนอง,เขตเมืองระนอง,D
EXL_1579788250997,10250,กรุงเทพมหานคร,เขตสวนหลวง,A
EXL_1602518897772,30310,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1700227450476,64000,สุโขทัย,เขต,C
EXL_1653581281238,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1666178376904,10400,กรุงเทพมหานคร,เขตดินแดง,A
EXL_1571931470761,64120,สุโขทัย,เขตศรีสำโรง,C
EXL_1575308557326,96120,นราธิวาส,เขตสุไหงโก-ลก,D
EXL_1579520329896,21150,ระยอง,เขตเมืองระยอง,A
EXL_1588681411443,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1651761409843,57190,เชียงราย,เขตป่าแดด,C
EXL_1573635048826,21000,ระยอง,เขตเมืองระยอง,A
EXL_1581003381064,41160,อุดรธานี,เขตบ้านผือ,A
EXL_1573661731473,84160,สุราษฎร์ธานี,เขตกาญจนดิษฐ์,D
EXL_1603133093922,33000,ศรีสะเกษ,เขตเมืองศรีสะเกษ,A
EXL_1594475200628,42220,เลย,เขตเอราวัณ,A
EXL_1602762190372,50160,เชียงใหม่,เขตจอมทอง,C
EXL_1578488567519,10170,กรุงเทพมหานคร,เขตตลิ่งชัน,B
EXL_1573660275602,32000,สุรินทร์,เขตเมืองสุรินทร์,A
EXL_1573139411477,84170,สุราษฎร์ธานี,เขตท่าชนะ,D
EXL_1694682781488,73000,นครปฐม,เขตเมืองนครปฐม,B
EXL_1700077064140,57210,เชียงราย,เขตเวียงชัย,C
EXL_1608497444863,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1576933545524,13000,พระนครศรีอยุธยา,เขตพระนครศรีอยุธยา,A
EXL_1572443901878,13230,พระนครศรีอยุธยา,เขตลาดบัวหลวง,A
EXL_1573041040733,13000,พระนครศรีอยุธยา,เขตพระนครศรีอยุธยา,A
EXL_1572273284708,10310,กรุงเทพมหานคร,เขตห้วยขวาง,A
EXL_1612438827336,92140,ตรัง,เขตย่านตาขาว,D
EXL_1629557730732,21130,ระยอง,เขตบ้านฉาง,A
EXL_1655291327726,60190,นครสวรรค์,เขตตากฟ้า,C
EXL_1584712678853,20150,ชลบุรี,เขตบางละมุง,A
EXL_1601200963269,12000,ปทุมธานี,เขตเมืองปทุมธานี,A
EXL_1592670056456,55140,น่าน,เขตท่าวังผา,C
EXL_1612547037093,10530,กรุงเทพมหานคร,เขตหนองจอก,A
EXL_1594309263693,83000,พังงา,เขตเมืองภูเก็ต,D
EXL_1576746418645,10230,กรุงเทพมหานคร,เขตคันนายาว,A
EXL_1598715514643,71110,กาญจนบุรี,เขตท่าม่วง,B
EXL_1572446959942,39170,หนองบัวลำภู,เขตนากลาง,A
EXL_1570635251158,52000,ลำปาง,เขตเมืองลำปาง,C
EXL_1579106769673,10120,กรุงเทพมหานคร,เขตยานนาวา,A
EXL_1573727151328,84220,สุราษฎร์ธานี,เขตดอนสัก,D
EXL_1570629598326,10700,กรุงเทพมหานคร,เขตบางพลัด,B
EXL_1584372134870,51110,ลำพูน,เขตลี้,C
EXL_1691686143815,32000,สุรินทร์,เขตเมืองสุรินทร์,A
EXL_1660559579951,60000,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1579953085831,50120,เชียงใหม่,เขตสันป่าตอง,C
EXL_1650274683317,10800,กรุงเทพมหานคร,เขตบางซื่อ,A
EXL_1633696544013,64130,สุโขทัย,เขตศรีสัชนาลัย,C
EXL_1597061910341,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1594125866342,30340,นครราชสีมา,เขตสีคิ้ว,A
EXL_1575487722831,63000,ตาก,เขตเมืองตาก,C
EXL_1576593167881,92130,ตรัง,เขตห้วยยอด,D
EXL_1572371259719,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1626095737076,33170,ศรีสะเกษ,เขตปรางค์กู่,A
EXL_1577452954860,74130,สมุทรสาคร,เขตกระทุ่มแบน,B
EXL_1571826897509,76000,เพชรบุรี,เขตเมืองเพชรบุรี,B
EXL_1666189719136,75120,สมุทรสงคราม,เขตบางคนที,B
EXL_1572526862553,13220,พระนครศรีอยุธยา,เขตบางปะหัน,A
EXL_1584618327455,10530,กรุงเทพมหานคร,เขตหนองจอก,A
EXL_1575122837256,10510,กรุงเทพมหานคร,เขตคลองสามวา,A
EXL_1573552652327,76120,เพชรบุรี,เขตชะอำ,B
EXL_1573826277277,10150,กรุงเทพมหานคร,เขตบางบอน,A
EXL_1650968884815,57290,เชียงราย,เขตพญาเม็งราย,C
EXL_1594312045904,84150,สุราษฎร์ธานี,เขตไชยา,D
EXL_1632581700256,45150,ร้อยเอ็ด,เขตเกษตรวิสัย,A
EXL_1574936615707,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1636456078667,12130,ปทุมธานี,เขตลำลูกกา,A
EXL_1605285467627,93000,พัทลุง,เขตเมืองพัทลุง,D
EXL_1573573491084,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1594815008575,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1689596667821,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1579260887288,17130,ชัยนาท,เขตหันคา,A
EXL_1575642903847,52000,ลำปาง,เขตเมืองลำปาง,C
EXL_1595252095924,42110,เลย,เขตเชียงคาน,A
EXL_1647430863929,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1702380191357,60170,นครสวรรค์,เขตโกรกพระ,C
EXL_1592922856077,30160,นครราชสีมา,เขตโนนสูง,A
EXL_1623248389391,44160,มหาสารคาม,เขตเชียงยืน,A
EXL_1583840959514,70160,ราชบุรี,เขตบางแพ,B
EXL_1591787020063,38000,บึงกาฬ,เขตเมืองบึงกาฬ,A
EXL_1581426420838,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1579536797952,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1570717772373,,เชียงราย,เขต,C
EXL_1661434115853,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1578327344220,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1689853613393,70000,ราชบุรี,เขตเมืองราชบุรี,B
EXL_1586957883990,15120,ลพบุรี,เขตโคกสำโรง,A
EXL_1594309056414,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1692017703147,76000,เพชรบุรี,เขตเมืองเพชรบุรี,B
EXL_1571053776946,57180,เชียงราย,เขตแม่สรวย,C
EXL_1649244511100,50230,เชียงใหม่,เขตหางดง,C
EXL_1601549347440,60000,นครสวรรค์,เขต,C
EXL_1573137110978,16000,สิงห์บุรี,เขตเมืองสิงห์บุรี,A
EXL_1600166837607,50120,เชียงใหม่,เขตสันป่าตอง,C
EXL_1571309072154,66000,พิจิตร,เขตเมืองพิจิตร,C
EXL_1595519355264,77230,ประจวบคีรีขันธ์,เขตบางสะพาน,B
EXL_1584958291240,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1571146889477,10260,กรุงเทพมหานคร,เขตบางนา,A
EXL_1678354639168,71110,กาญจนบุรี,เขตท่าม่วง,B
EXL_1575892230723,10150,กรุงเทพมหานคร,เขตจอมทอง,A
EXL_1572267456038,42190,เลย,เขตหนองหิน,A
EXL_1574423433345,10220,กรุงเทพมหานคร,เขตบางเขน,A
EXL_1608150433842,83000,พังงา,เขตเมืองภูเก็ต,D
EXL_1574093071305,35140,ยโสธร,เขตกุดชุม,A
EXL_1573837769931,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1599063689633,20150,ชลบุรี,เขตบางละมุง,A
EXL_1614362245449,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1684409855383,,กรุงเทพมหานคร,เขต,A
EXL_1572443475420,42130,เลย,เขตวังสะพุง,A
EXL_1642171843189,56000,พะเยา,เขตเมืองพะเยา,C
EXL_1580298323691,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1579971103498,10530,กรุงเทพมหานคร,เขตหนองจอก,A
EXL_1599214517852,50220,เชียงใหม่,เขตดอยสะเก็ด,C
EXL_1630271313088,32120,สุรินทร์,เขตท่าตูม,A
EXL_1581430344271,42120,เลย,เขตด่านซ้าย,A
EXL_1639754241575,,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1621247204702,20250,ชลบุรี,เขตสัตหีบ,A
EXL_1678375237763,71110,กาญจนบุรี,เขตท่าม่วง,B
EXL_1582294604214,17130,ชัยนาท,เขตหันคา,A
EXL_1580899902003,86220,ชุมพร,เขตทุ่งตะโก,D
EXL_1577353432859,95000,ยะลา,เขตเมืองยะลา,D
EXL_1572694136500,50000,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1592908928082,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1594734297961,20230,ชลบุรี,เขตศรีราชา,A
EXL_1572446052052,30110,นครราชสีมา,เขตพิมาย,A
EXL_1579638981288,82110,พังงา,เขตตะกั่วป่า,D
EXL_1570872405606,42130,เลย,เขตวังสะพุง,A
EXL_1606243844108,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1680786163818,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1596812220958,52000,ลำปาง,เขตเมืองลำปาง,C
EXL_1605788639959,,เพชรบูรณ์,เขตบึงสามพัน,C
EXL_1579196604007,10240,กรุงเทพมหานคร,เขตสะพานสูง,A
EXL_1594385322254,39000,หนองบัวลำภู,เขตเมืองหนองบัวลำภู,A
EXL_1600595345037,20150,ชลบุรี,เขตบางละมุง,A
EXL_1575643636201,60000,นครสวรรค์,เขต,C
EXL_1582278892510,20110,ชลบุรี,เขตศรีราชา,A
EXL_1594818821390,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1574173670310,10290,สมุทรปราการ,เขตพระสมุทรเจดีย์,A
EXL_1575289975787,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1664190741130,33000,ศรีสะเกษ,เขตเมืองศรีสะเกษ,A
EXL_1582985777009,12110,ปทุมธานี,เขตธัญบุรี,A
EXL_1621005814544,10220,กรุงเทพมหานคร,เขตสายไหม,A
EXL_1583164591464,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1583419624278,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1570641550014,50100,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1643450456992,82140,พังงา,เขตตะกั่วทุ่ง,D
EXL_1572449624460,18120,สระบุรี,เขตพระพุทธบาท,A
EXL_1607099084450,13250,พระนครศรีอยุธยา,เขตบางบาล,A
EXL_1571157856943,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1574767613164,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1570291641691,51120,ลำพูน,เขตป่าซาง,C
EXL_1594649665787,49000,มุกดาหาร,เขตเมืองมุกดาหาร,A
EXL_1577276387536,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1580215457065,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1574096038012,35000,ยโสธร,เขตเมืองยโสธร,A
EXL_1668001322077,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1576855995686,22160,ระยอง,เขตแกลง,A
EXL_1574349357373,20150,ชลบุรี,เขตบางละมุง,A
EXL_1593086384682,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1573656020545,32000,สุรินทร์,เขตเมืองสุรินทร์,A
EXL_1594217475781,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1571928804881,10240,กรุงเทพมหานคร,เขตบางกะปิ,A
EXL_1607003067754,44110,มหาสารคาม,เขตพยัคฆภูมิพิสัย,A
EXL_1576842153376,30240,นครราชสีมา,เขตห้วยแถลง,A
EXL_1592237428210,54000,แพร่,เขตเมืองแพร่,C
EXL_1576506796229,10230,กรุงเทพมหานคร,เขตบึงกุ่ม,A
EXL_1605804279513,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1572346237997,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1571844430269,57190,เชียงราย,เขตป่าแดด,C
EXL_1581696191890,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1579529881614,10570,สมุทรปราการ,เขตบางเสาธง,A
EXL_1580467159909,13000,พระนครศรีอยุธยา,เขตพระนครศรีอยุธยา,A
EXL_1601028090624,55120,น่าน,เขตปัว,C
EXL_1578927191376,42240,เลย,เขตผาขาว,A
EXL_1582800649395,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1580386909376,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1572612722890,10260,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1582285302824,12120,ปทุมธานี,เขตคลองหลวง,A
EXL_1594742107871,20270,ชลบุรี,เขตบ่อทอง,A
EXL_1572695886429,21150,ระยอง,เขตเมืองระยอง,A
EXL_1587983837871,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1601560663097,57000,เชียงราย,เขตเมืองเชียงราย,C
EXL_1598694866092,20130,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1596802040455,21150,ระยอง,เขตเมืองระยอง,A
EXL_1662123530001,30110,นครราชสีมา,เขตพิมาย,A
EXL_1571317249441,12130,ปทุมธานี,เขตลำลูกกา,A
EXL_1579864009494,21140,ระยอง,เขตปลวกแดง,A
EXL_1627398306274,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1687523128784,18150,สระบุรี,เขตวิหารแดง,A
EXL_1572440461053,10600,กรุงเทพมหานคร,เขตธนบุรี,A
EXL_1576582160960,56000,พะเยา,เขตเมืองพะเยา,C
EXL_1594728972423,86000,ชุมพร,เขตเมืองชุมพร,D
EXL_1646412931314,50160,เชียงใหม่,เขตจอมทอง,C
EXL_1573564197997,21150,ระยอง,เขตเมืองระยอง,A
EXL_1591618704761,10160,กรุงเทพมหานคร,เขตบางแค,B
EXL_1701097267069,18000,สระบุรี,เขตเมืองสระบุรี,A
EXL_1583330949814,83000,พังงา,เขตเมืองภูเก็ต,D
EXL_1578311884158,57110,เชียงราย,เขตดอยหลวง,C
EXL_1579172834390,84140,สุราษฎร์ธานี,เขตเกาะสมุย,D
EXL_1571653603068,50110,เชียงใหม่,เขตฝาง,C
EXL_1570899542837,74000,สมุทรสาคร,เขตเมืองสมุทรสาคร,B
EXL_1584635705999,11000,นนทบุรี,เขตเมืองนนทบุรี,A
EXL_1573213052559,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1572087455336,23000,ตราด,เขตเมืองตราด,A
EXL_1584453248591,51130,ลำพูน,เขตบ้านโฮ่ง,C
EXL_1594208534836,20110,ชลบุรี,เขตศรีราชา,A
EXL_1606485211094,66000,พิจิตร,เขตเมืองพิจิตร,C
EXL_1573051874878,46000,กาฬสินธุ์,เขตเมืองกาฬสินธุ์,A
EXL_1582882039966,10220,กรุงเทพมหานคร,เขตสายไหม,A
EXL_1578494364873,10510,กรุงเทพมหานคร,เขตคลองสามวา,A
EXL_1633622326644,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1570180752677,73140,นครปฐม,เขตกำแพงแสน,B
EXL_1637091776419,,นครปฐม,เขตกำแพงแสน,B
EXL_1580833051783,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1581500637476,34150,อุบลราชธานี,เขตเขื่องใน,A
EXL_1629379812825,20110,ชลบุรี,เขตศรีราชา,A
EXL_1583148835177,10250,กรุงเทพมหานคร,เขตสวนหลวง,A
EXL_1573045855015,90130,สงขลา,เขตจะนะ,D
EXL_1571937088497,45000,ร้อยเอ็ด,เขตเมืองร้อยเอ็ด,A
EXL_1573659823634,18000,สระบุรี,เขตเมืองสระบุรี,A
EXL_1572693005115,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1700823425752,51140,ลำพูน,เขตแม่ทา,C
EXL_1570714370076,65000,พิษณุโลก,เขตเมืองพิษณุโลก,C
EXL_1596036396792,50230,เชียงใหม่,เขตหางดง,C
EXL_1636724361593,10170,กรุงเทพมหานคร,เขตทวีวัฒนา,B
EXL_1576681669216,67120,เพชรบูรณ์,เขตหล่มเก่า,C
EXL_1654684682869,67000,เพชรบูรณ์,เขตเมืองเพชรบูรณ์,C
EXL_1580997928409,10250,กรุงเทพมหานคร,เขตประเวศ,A
